yes,no,diff
-2.31015682220459,-0.5135498046875,-1.7966070175170898
-2.464352607727051,-0.49683189392089844,-1.9675207138061523
-1.0374126434326172,-1.7209110260009766,0.6834983825683594
-1.8411073684692383,-0.8684329986572266,-0.9726743698120117
-1.6381502151489258,-1.0706405639648438,-0.567509651184082
-2.6901607513427734,-0.5726680755615234,-2.11749267578125
-1.9825267791748047,-0.7513942718505859,-1.2311325073242188
-1.7477397918701172,-0.9892101287841797,-0.7585296630859375
-2.2499380111694336,-0.6142501831054688,-1.6356878280639648
-1.1042633056640625,-1.3639755249023438,0.25971221923828125
-2.9676475524902344,-0.3052482604980469,-2.6623992919921875
-1.7554759979248047,-1.0789966583251953,-0.6764793395996094
-1.6175565719604492,-0.9503707885742188,-0.6671857833862305
-1.7746734619140625,-0.8075675964355469,-0.9671058654785156
-2.0965728759765625,-0.6902751922607422,-1.4062976837158203
-1.762542724609375,-1.0031147003173828,-0.7594280242919922
-1.8140487670898438,-0.8341903686523438,-0.9798583984375
-2.2938766479492188,-0.6082344055175781,-1.6856422424316406
-1.8222007751464844,-0.9037857055664062,-0.9184150695800781
-1.7481346130371094,-0.88848876953125,-0.8596458435058594
-2.462728500366211,-0.5213165283203125,-1.9414119720458984
-2.0852432250976562,-0.49367332458496094,-1.5915699005126953
-1.8858890533447266,-0.8768482208251953,-1.0090408325195312
-2.3661460876464844,-0.6275482177734375,-1.7385978698730469
-2.204442024230957,-0.5869998931884766,-1.6174421310424805
-2.397585868835449,-0.5635643005371094,-1.8340215682983398
-1.8551416397094727,-0.8535423278808594,-1.0015993118286133
-1.0441780090332031,-1.5861339569091797,0.5419559478759766
-1.783447265625,-0.7616195678710938,-1.0218276977539062
-0.7756881713867188,-2.808955192565918,2.033267021179199
-2.4352102279663086,-0.5641593933105469,-1.8710508346557617
-1.6480083465576172,-1.1978225708007812,-0.45018577575683594
-2.004690170288086,-0.71881103515625,-1.285879135131836
-1.5664453506469727,-1.232717514038086,-0.3337278366088867
-1.5817794799804688,-0.8483772277832031,-0.7334022521972656
-2.3177490234375,-0.5937156677246094,-1.7240333557128906
-2.129770278930664,-0.6402225494384766,-1.4895477294921875
-1.673086166381836,-1.1928834915161133,-0.48020267486572266
-1.4492053985595703,-1.1534595489501953,-0.295745849609375
-1.4676218032836914,-1.2930889129638672,-0.17453289031982422
-1.6162481307983398,-1.1284542083740234,-0.4877939224243164
-1.9541549682617188,-0.7707748413085938,-1.183380126953125
-2.467998504638672,-0.4471321105957031,-2.0208663940429688
-2.1133546829223633,-0.6992988586425781,-1.4140558242797852
-2.0544910430908203,-0.7865333557128906,-1.2679576873779297
-2.165684700012207,-0.5122337341308594,-1.6534509658813477
-2.4029150009155273,-0.5372142791748047,-1.8657007217407227
-1.9617233276367188,-0.8376445770263672,-1.1240787506103516
-2.313981056213379,-0.6572036743164062,-1.6567773818969727
-1.8438796997070312,-0.7802810668945312,-1.0635986328125
-2.688657760620117,-0.4366645812988281,-2.251993179321289
-2.4560718536376953,-0.6163654327392578,-1.8397064208984375
