0	premise_first	0.51
0	premise_last	0.56
0	conclusion_first	0.49
0	conclusion_last	0.51
0	last	0.44
5	premise_first	0.45
5	premise_last	0.51
5	conclusion_first	0.49
5	conclusion_last	0.49
5	last	0.45
10	premise_first	0.45
10	premise_last	0.47
10	conclusion_first	0.51
10	conclusion_last	0.64
10	last	0.49
15	premise_first	0.49
15	premise_last	0.43
15	conclusion_first	0.48
15	conclusion_last	0.48
15	last	0.48
20	premise_first	0.43
20	premise_last	0.4
20	conclusion_first	0.51
20	conclusion_last	0.44
20	last	0.47
25	premise_first	0.47
25	premise_last	0.44
25	conclusion_first	0.47
25	conclusion_last	0.44
25	last	0.49
31	premise_first	0.44
31	premise_last	0.44
31	conclusion_first	0.44
31	conclusion_last	0.44
31	last	0.56
