0	premise_first	0.46
0	premise_last	0.52
0	conclusion_first	0.48
0	conclusion_last	0.52
0	last	0.5
5	premise_first	0.5
5	premise_last	0.5
5	conclusion_first	0.48
5	conclusion_last	0.51
5	last	0.52
10	premise_first	0.47
10	premise_last	0.46
10	conclusion_first	0.55
10	conclusion_last	0.55
10	last	0.6
15	premise_first	0.52
15	premise_last	0.46
15	conclusion_first	0.5
15	conclusion_last	0.55
15	last	0.71
20	premise_first	0.49
20	premise_last	0.52
20	conclusion_first	0.52
20	conclusion_last	0.57
20	last	0.71
25	premise_first	0.47
25	premise_last	0.51
25	conclusion_first	0.45
25	conclusion_last	0.57
25	last	0.71
31	premise_first	0.49
31	premise_last	0.49
31	conclusion_first	0.49
31	conclusion_last	0.49
31	last	0.73
