yes,no,diff
-1.953592300415039,-0.2640266418457031,-1.689565658569336
-9.059432983398438,-0.019090652465820312,-9.040342330932617
-0.060832977294921875,-4.737239837646484,4.6764068603515625
-0.08127212524414062,-4.328195571899414,4.246923446655273
-0.6236591339111328,-0.878173828125,0.2545146942138672
-1.510406494140625,-0.305328369140625,-1.205078125
-5.324758529663086,-0.020929336547851562,-5.303829193115234
-1.2455272674560547,-0.44760894775390625,-0.7979183197021484
-6.982414245605469,-0.01700592041015625,-6.9654083251953125
-4.799413681030273,-0.16884803771972656,-4.630565643310547
-8.96364974975586,-0.017360687255859375,-8.9462890625
-0.10830497741699219,-5.50164794921875,5.393342971801758
-7.28840446472168,-0.02155303955078125,-7.266851425170898
-2.021871566772461,-0.18311500549316406,-1.8387565612792969
-0.2632579803466797,-1.9823722839355469,1.7191143035888672
-0.09646224975585938,-4.572059631347656,4.475597381591797
-4.233638763427734,-0.21049880981445312,-4.023139953613281
-8.149415969848633,-0.03210639953613281,-8.1173095703125
-6.475896835327148,-0.017475128173828125,-6.45842170715332
-0.0656280517578125,-4.283018112182617,4.217390060424805
-0.7510204315185547,-0.7073421478271484,-0.04367828369140625
-6.800468444824219,-0.025358200073242188,-6.775110244750977
-1.991720199584961,-0.22242164611816406,-1.7692985534667969
-8.669183731079102,-0.03444480895996094,-8.63473892211914
-7.929649353027344,-0.0139923095703125,-7.915657043457031
-8.714752197265625,-0.03044891357421875,-8.684303283691406
-0.4005870819091797,-1.197622299194336,0.7970352172851562
-0.3672618865966797,-1.602315902709961,1.2350540161132812
-0.038341522216796875,-4.866298675537109,4.8279571533203125
-1.5982189178466797,-4.956792831420898,3.3585739135742188
-8.816057205200195,-0.020229339599609375,-8.795827865600586
-0.2891368865966797,-2.4487762451171875,2.159639358520508
-3.2865676879882812,-0.15996170043945312,-3.126605987548828
-0.14764404296875,-2.5084495544433594,2.3608055114746094
-0.1217193603515625,-3.0052547454833984,2.883535385131836
-7.682470321655273,-0.02103424072265625,-7.661436080932617
-5.56639289855957,-0.014774322509765625,-5.551618576049805
-0.2131805419921875,-2.8540210723876953,2.640840530395508
-7.000043869018555,-0.013639450073242188,-6.9864044189453125
-2.2309341430664062,-0.28459930419921875,-1.9463348388671875
-0.47934532165527344,-1.047088623046875,0.5677433013916016
-0.13890647888183594,-2.3507022857666016,2.2117958068847656
-9.30215072631836,-0.018329620361328125,-9.283821105957031
-0.6540050506591797,-0.8678951263427734,0.21389007568359375
-5.797115325927734,-0.07687759399414062,-5.720237731933594
-7.282159805297852,-0.06719589233398438,-7.214963912963867
-7.348255157470703,-0.01590728759765625,-7.332347869873047
-2.0671920776367188,-0.3885784149169922,-1.6786136627197266
-2.3991260528564453,-0.13445472717285156,-2.2646713256835938
-0.1266021728515625,-3.255342483520508,3.1287403106689453
-9.387886047363281,-0.009084701538085938,-9.378801345825195
-8.964736938476562,-0.022779464721679688,-8.941957473754883
-0.05142021179199219,-7.568248748779297,7.516828536987305
-0.2658729553222656,-2.622030258178711,2.3561573028564453
-8.61223030090332,-0.010591506958007812,-8.601638793945312
-0.09791755676269531,-5.445405960083008,5.3474884033203125
-9.403881072998047,-0.01348876953125,-9.390392303466797
-6.364070892333984,-0.022487640380859375,-6.341583251953125
-0.6738529205322266,-0.8196773529052734,0.14582443237304688
-8.44143295288086,-0.020078659057617188,-8.421354293823242
