0	premise_first	0.67
0	premise_last	0.58
0	conclusion_first	0.67
0	conclusion_last	0.63
0	last	0.73
5	premise_first	0.73
5	premise_last	0.69
5	conclusion_first	0.6
5	conclusion_last	0.56
5	last	0.73
10	premise_first	0.73
10	premise_last	0.75
10	conclusion_first	0.75
10	conclusion_last	0.67
10	last	0.73
15	premise_first	0.73
15	premise_last	0.73
15	conclusion_first	0.73
15	conclusion_last	0.69
15	last	0.62
20	premise_first	0.73
20	premise_last	0.73
20	conclusion_first	0.75
20	conclusion_last	0.71
20	last	0.62
25	premise_first	0.71
25	premise_last	0.73
25	conclusion_first	0.73
25	conclusion_last	0.73
25	last	0.6
31	premise_first	0.73
31	premise_last	0.73
31	conclusion_first	0.73
31	conclusion_last	0.73
31	last	0.58
