yes,no,yes-r,no-r
-0.0061270263977348804,-6.318626880645752,-1.4765727519989014,-0.35157275199890137
-0.8328856825828552,-0.7078856825828552,-1.9891870021820068,-0.23918704688549042
-0.016781235113739967,-4.516781330108643,-0.36898601055145264,-1.2439860105514526
-0.04078373312950134,-4.665783882141113,-1.1668163537979126,-0.416816383600235
-2.063405990600586,-0.3134058713912964,-2.189079523086548,-0.1890796273946762
-0.040420301258563995,-3.5404202938079834,-0.0755750834941864,-2.825575113296509
-0.012424097396433353,-5.137423992156982,-0.6421319842338562,-0.8921319842338562
-3.6574759483337402,-0.03247583657503128,-3.5388457775115967,-0.03884578496217728
-2.3815622329711914,-0.13156235218048096,-2.4129340648651123,-0.16293402016162872
-0.009422356262803078,-5.759422302246094,-0.5986135005950928,-0.9736135005950928
-0.03344853222370148,-4.908448696136475,-0.31090691685676575,-1.4359068870544434
-1.2236502170562744,-0.5986501574516296,-3.672524929046631,-0.04752490669488907
-3.666532039642334,-0.04153192415833473,-3.3076255321502686,-0.05762559175491333
-5.381817817687988,-0.006817650981247425,-4.268524169921875,-0.01852414943277836
-0.010925238020718098,-5.13592529296875,-0.20858535170555115,-1.8335853815078735
-0.35733431577682495,-1.3573343753814697,-1.794704556465149,-0.29470452666282654
-2.70322847366333,-0.0782284215092659,-0.12894012033939362,-2.2539401054382324
-0.006814217660576105,-5.819314002990723,-0.016274340450763702,-4.516274452209473
-4.639827251434326,-0.014827406033873558,-3.6750526428222656,-0.05005259811878204
-0.002804515417665243,-7.002804279327393,-0.16710689663887024,-2.042106866836548
-0.025014810264110565,-4.525014877319336,-0.11604276299476624,-2.3660428524017334
-0.015400656498968601,-5.1404008865356445,-0.7944298386573792,-0.6694298386573792
-2.3233375549316406,-0.19833765923976898,-4.152456283569336,-0.027456050738692284
-0.45888179540634155,-1.2088818550109863,-2.6074061393737793,-0.10740617662668228
-0.1330857276916504,-2.2580857276916504,-0.1325719654560089,-2.2575719356536865
-2.273057222366333,-0.14805714786052704,-3.199096918106079,-0.07409695535898209
-0.007713414262980223,-6.320213317871094,-0.026300447061657906,-4.026300430297852
-0.8082708120346069,-0.9332708120346069,-3.3069136142730713,-0.05691356211900711
-3.6569366455078125,-0.031936660408973694,-3.1906626224517822,-0.06566257029771805
-0.016350572928786278,-5.516350746154785,-2.610146999359131,-0.1101469174027443
-0.02127259410917759,-4.771272659301758,-1.9268372058868408,-0.1768372654914856
-0.032050151377916336,-4.407050132751465,-1.2488216161727905,-0.3738216459751129
-0.035526394844055176,-4.160526275634766,-0.8867269158363342,-0.6367269158363342
-1.6450411081314087,-0.2700411081314087,-3.179135322570801,-0.05413522943854332
-0.014984078705310822,-4.889984130859375,-0.050693269819021225,-3.3006932735443115
-0.0571586899459362,-3.5571587085723877,-0.5601166486740112,-0.9351166486740112
-0.05578114837408066,-3.180781126022339,-1.2396761178970337,-0.3646761178970337
-2.212277412414551,-0.2122773975133896,-2.071275234222412,-0.19627518951892853
-0.03392501920461655,-4.0339250564575195,-0.9680978655815125,-0.5930978655815125
-0.025685777887701988,-4.525685787200928,-1.53369140625,-0.2836914360523224
-1.946774959564209,-0.19677497446537018,-5.630224227905273,-0.005224266555160284
-3.9015750885009766,-0.02657502144575119,-4.639974594116211,-0.0149746835231781
-0.009996351785957813,-6.19749641418457,-2.2562644481658936,-0.1312643438577652
-3.65871000289917,-0.033709973096847534,-4.267059803009033,-0.017059842124581337
-0.0033886174205690622,-7.065888404846191,-2.8538951873779297,-0.10389521718025208
-0.02571389451622963,-4.650713920593262,-1.3575172424316406,-0.35751718282699585
-0.3088204562664032,-1.4338204860687256,-2.596271514892578,-0.09627143293619156
-2.512227773666382,-0.13722774386405945,-3.5486953258514404,-0.04869542643427849
-0.04162969812750816,-3.7916297912597656,-0.3094181418418884,-1.4344182014465332
-0.02555970847606659,-4.400559902191162,-1.740375280380249,-0.24037523567676544
-3.418574810028076,-0.04357492923736572,-4.144684314727783,-0.019684327766299248
-0.02232595719397068,-4.3973259925842285,-0.10439471900463104,-2.4793946743011475
-4.02200174331665,-0.02200181968510151,-3.537827968597412,-0.037828054279088974
-0.06680459529161453,-3.1918046474456787,-2.6107325553894043,-0.11073262989521027
-0.009753665886819363,-5.947253704071045,-2.7074437141418457,-0.08244366943836212
-0.04294738173484802,-4.167947292327881,-2.280458450317383,-0.15545840561389923
-0.009611284360289574,-6.072111129760742,-0.6102468967437744,-0.8602468967437744
-0.007156689185649157,-6.319656848907471,-0.18666063249111176,-1.936660647392273
-2.0276880264282227,-0.1526879072189331,-0.8844695687294006,-0.6344695687294006
-0.001743821892887354,-7.314243793487549,-0.024092990905046463,-4.024093151092529
-2.596114158630371,-0.09611410647630692,-3.6685423851013184,-0.0435422882437706
-0.1355794072151184,-2.8855793476104736,-2.5178604125976562,-0.14286039769649506
-0.016992922872304916,-4.766993045806885,-0.468456894159317,-1.0934568643569946
-0.04816890135407448,-3.798168897628784,-1.3485301733016968,-0.3485301434993744
-0.004888605792075396,-6.754888534545898,-2.273270606994629,-0.1482706516981125
-0.007518921047449112,-5.632518768310547,-0.2561008334159851,-1.6311008930206299
-0.051087647676467896,-3.4260876178741455,-0.14731009304523468,-2.3973100185394287
-3.548393726348877,-0.04839381203055382,-3.075887441635132,-0.07588739693164825
-0.7553687691688538,-0.7553687691688538,-0.5596325397491455,-1.0596325397491455
-0.11535457521677017,-2.615354537963867,-0.6457546949386597,-0.8957546949386597
-0.001378777320496738,-7.626379013061523,-0.06677325814962387,-2.9417731761932373
-0.06453701108694077,-3.1895370483398438,-0.5460050106048584,-0.9210050106048584
-0.05727025866508484,-3.8072702884674072,-0.3107002079486847,-1.4357001781463623
-0.002942282473668456,-7.315442085266113,-0.04278760403394699,-3.417787551879883
-1.272911787033081,-0.39791184663772583,-2.2960703372955322,-0.17107035219669342
-2.821208953857422,-0.07120894640684128,-3.901190996170044,-0.026190944015979767
-0.058651600033044815,-3.8086516857147217,-0.564791202545166,-0.939791202545166
-0.02598026767373085,-4.275980472564697,-1.4744248390197754,-0.3494248688220978
-0.03636704757809639,-4.411366939544678,-0.41434329748153687,-1.1643433570861816
-1.9518849849700928,-0.2018849402666092,-1.9054282903671265,-0.28042829036712646
-1.0674625635147095,-0.44246259331703186,-0.5661568641662598,-0.9411568641662598
-0.011536316946148872,-5.386536121368408,-0.45324671268463135,-1.0782467126846313
-2.8322951793670654,-0.08229513466358185,-2.1523561477661133,-0.15235619246959686
-0.002924928907305002,-7.127924919128418,-1.0505380630493164,-0.5505380630493164
-3.800285816192627,-0.050285812467336655,-2.746943712234497,-0.12194372713565826
-0.006513318512588739,-6.1315131187438965,-0.4527287185192108,-1.0777287483215332
-1.4378249645233154,-0.3128250241279602,-4.638474941253662,-0.013475057668983936
-0.042956747114658356,-3.917956829071045,-1.398444652557373,-0.39844468235969543
-0.034498486667871475,-4.284498691558838,-0.327347993850708,-1.327347993850708
-0.34514832496643066,-1.7201483249664307,-2.052464246749878,-0.17746426165103912
-3.9119105339050293,-0.03691050782799721,-2.194080352783203,-0.19408033788204193
-0.010247002355754375,-5.260247230529785,-0.09204678237438202,-2.7170467376708984
-1.939531683921814,-0.18953163921833038,-2.616436004638672,-0.11643607169389725
-0.027142969891428947,-4.7771430015563965,-1.0957390069961548,-0.4707389771938324
-0.0022513538133352995,-7.189751148223877,-0.019646571949124336,-4.269646644592285
-2.2870264053344727,-0.1620263010263443,-3.6600306034088135,-0.03503052890300751
-1.7897706031799316,-0.28977060317993164,-4.151632785797119,-0.02663259580731392
-3.9043521881103516,-0.029352277517318726,-4.023227214813232,-0.023227393627166748
-2.406806230545044,-0.15680623054504395,-3.4414265155792236,-0.06642640382051468
-2.3802952766418457,-0.13029515743255615,-0.6466128826141357,-0.8966128826141357
-0.000713213172275573,-8.688213348388672,-0.01562812738120556,-4.515628337860107
-0.17421919107437134,-2.0492191314697266,-1.1141384840011597,-0.4891384541988373
-5.132257461547852,-0.007257407996803522,-2.6044812202453613,-0.10448116064071655
-3.1795268058776855,-0.054526787251234055,-3.656944751739502,-0.03194474056363106
-2.9970853328704834,-0.12208522111177444,-2.6519675254821777,-0.15196755528450012
-0.4466150403022766,-1.4466149806976318,-3.6798412799835205,-0.05484134331345558
-0.014140529558062553,-5.264140605926514,-0.381632536649704,-1.3816325664520264
-0.10141541808843613,-2.9764153957366943,-0.524687647819519,-1.024687647819519
-0.1868947297334671,-2.436894655227661,-2.151745319366455,-0.15174540877342224
-0.26881179213523865,-1.643811821937561,-0.7765690088272095,-0.7765690088272095
-2.267122268676758,-0.142122283577919,-1.567901372909546,-0.3179014027118683
-0.003264219732955098,-6.753264427185059,-0.05578193813562393,-3.055781841278076
-0.2568262219429016,-1.7568261623382568,-1.1755318641662598,-0.5505319237709045
-3.185058116912842,-0.06005820259451866,-2.944997787475586,-0.06999780982732773
-0.010859321802854538,-5.635859489440918,-0.5509600639343262,-0.9259600639343262
