yes,no,yes-r,no-r
-1.0407639741897583,-0.5873681306838989,-4.565951347351074,-0.12750916182994843
-8.141484260559082,-0.05246827378869057,-3.457941770553589,-0.10974578559398651
-10.429056167602539,-0.05878357216715813,-0.09837611019611359,-6.952129364013672
-1.7101478576660156,-0.3381500542163849,-0.3963010311126709,-1.5223042964935303
-11.859687805175781,-0.031055524945259094,-9.170869827270508,-0.07045208662748337
-0.18359830975532532,-3.1929938793182373,-0.1218959242105484,-4.41175651550293
-0.08739642053842545,-11.152609825134277,-0.04743759706616402,-10.844524383544922
-8.815468788146973,-0.042795829474925995,-4.429152488708496,-0.10734064877033234
-7.897172927856445,-0.051963649690151215,-0.38971230387687683,-1.9171171188354492
-0.07923935353755951,-7.124870777130127,-0.5222702622413635,-1.566457748413086
-1.2488242387771606,-0.5538703203201294,-4.1130876541137695,-0.08328255265951157
-6.089371681213379,-0.059535156935453415,-0.25098901987075806,-2.6844253540039062
-11.221378326416016,-0.03173550218343735,-7.41406774520874,-0.06978849321603775
-11.598231315612793,-0.043219707906246185,-10.598305702209473,-0.05839154124259949
-0.06830177456140518,-4.7149338722229,-0.4949190020561218,-1.2742407321929932
-6.412322998046875,-0.07865528762340546,-8.024999618530273,-0.06910231709480286
-6.265256404876709,-0.054995931684970856,-0.3987042009830475,-3.2832725048065186
-0.06157425418496132,-11.70245361328125,-0.05671263858675957,-6.744804859161377
-12.33873462677002,-0.01955726370215416,-11.46665096282959,-0.0340888686478138
-0.0464995875954628,-9.591299057006836,-0.11488869041204453,-8.17556095123291
-0.14111657440662384,-4.57676362991333,-2.207756280899048,-0.20067809522151947
-0.0956810861825943,-6.471845626831055,-0.5166716575622559,-1.9311985969543457
-3.6386373043060303,-0.10242148488759995,-4.907602310180664,-0.07704353332519531
-0.6134533882141113,-1.2313122749328613,-0.44570282101631165,-1.5894176959991455
-1.562192678451538,-0.5852925777435303,-0.3965260684490204,-1.6917741298675537
-0.8543004393577576,-0.781796395778656,-5.453948020935059,-0.0841989740729332
-0.0477074533700943,-11.431807518005371,-0.14293086528778076,-8.99146556854248
-0.3605467975139618,-1.747887372970581,-9.35387897491455,-0.03028557077050209
-12.04836654663086,-0.014991125091910362,-6.776886463165283,-0.06555584073066711
-1.2784483432769775,-0.4993288516998291,-3.7793853282928467,-0.11542202532291412
-0.09766192734241486,-5.2251081466674805,-8.637248039245605,-0.048610836267471313
-0.04130924120545387,-11.046770095825195,-0.5866806507110596,-1.406327486038208
-0.07671292126178741,-7.296205043792725,-0.1201590970158577,-7.312774658203125
-10.616378784179688,-0.03480144217610359,-10.015068054199219,-0.056644827127456665
-0.18937768042087555,-5.206491470336914,-5.221020698547363,-0.0846564844250679
-0.10442188382148743,-7.092789173126221,-4.607574939727783,-0.07065915316343307
-0.16759787499904633,-3.539022445678711,-0.034757114946842194,-9.017393112182617
-0.34034115076065063,-1.621842861175537,-3.4342739582061768,-0.094368115067482
-0.039803486317396164,-10.127460479736328,-0.45605015754699707,-1.8314087390899658
-0.06808709353208542,-11.296747207641602,-3.0117549896240234,-0.21600620448589325
-11.252861022949219,-0.01206422783434391,-10.722237586975098,-0.021149933338165283
-12.05541706085205,-0.018509872257709503,-11.291537284851074,-0.03401455283164978
-0.6859634518623352,-0.9793289303779602,-1.1281183958053589,-0.6140459775924683
-9.73013687133789,-0.03652406111359596,-10.835282325744629,-0.03879418224096298
-0.03199277073144913,-11.6591796875,-1.270932912826538,-0.6896378397941589
-1.3043248653411865,-0.7075192332267761,-0.24254684150218964,-5.117486953735352
-0.1855744868516922,-4.532750129699707,-0.11807788908481598,-9.372345924377441
-11.009024620056152,-0.0356241837143898,-10.411209106445312,-0.029891232028603554
-7.273744583129883,-0.11705490201711655,-0.1409885138273239,-3.3675854206085205
-0.1203320249915123,-4.988230228424072,-0.2523398995399475,-3.5979723930358887
-11.412550926208496,-0.021592767909169197,-12.252898216247559,-0.021801922470331192
-0.09626558423042297,-4.285649299621582,-0.5004900693893433,-1.8818567991256714
-11.262414932250977,-0.01905224286019802,-11.701736450195312,-0.019863147288560867
-2.4313981533050537,-0.29712939262390137,-2.6270036697387695,-0.21974575519561768
-0.05183575674891472,-9.289791107177734,-0.11340031772851944,-8.022719383239746
-1.8948261737823486,-0.3359653651714325,-7.738330364227295,-0.03999260067939758
-0.48194169998168945,-1.28812837600708,-2.842090129852295,-0.16235196590423584
-0.0448324978351593,-10.465225219726562,-0.18801745772361755,-4.220972537994385
-0.3238130211830139,-1.7256970405578613,-0.0946185514330864,-8.499334335327148
-0.11458619683980942,-4.935184001922607,-0.22921723127365112,-3.0573747158050537
-5.105395793914795,-0.04666081815958023,-1.6790807247161865,-0.3419186770915985
-4.451014995574951,-0.11838017404079437,-1.8203922510147095,-0.349771112203598
-0.053911495953798294,-7.542542934417725,-0.21882927417755127,-4.126350402832031
-0.1812899112701416,-2.381786584854126,-0.1244514137506485,-7.32315731048584
-0.16188323497772217,-3.670185089111328,-5.6797027587890625,-0.05223771929740906
-0.06052745506167412,-5.863194942474365,-0.0744175836443901,-9.759843826293945
-9.585908889770508,-0.05923611670732498,-0.47663697600364685,-2.474964141845703
-3.9941177368164062,-0.13502797484397888,-6.405040264129639,-0.05530673265457153
-2.794849157333374,-0.23443014919757843,-1.888872504234314,-0.3190540075302124
-0.18357113003730774,-5.211360454559326,-0.1995367854833603,-3.153873920440674
-0.033268436789512634,-10.980207443237305,-0.11493182927370071,-6.93819522857666
-0.03613412752747536,-11.847648620605469,-0.5404834151268005,-1.395101547241211
-0.06667400896549225,-6.691478729248047,-2.6231849193573,-0.18457092344760895
-0.039536990225315094,-11.610685348510742,-6.685075283050537,-0.044506680220365524
-7.557290554046631,-0.06060913950204849,-0.05111755058169365,-9.20915699005127
-11.86888313293457,-0.02183971181511879,-11.9542875289917,-0.022585775703191757
-0.5373255014419556,-1.1302458047866821,-3.8750431537628174,-0.09835071861743927
-0.06674270331859589,-8.074013710021973,-1.067036509513855,-0.5845345258712769
-0.18818950653076172,-3.3320817947387695,-1.2751736640930176,-0.631952702999115
-3.462848663330078,-0.08873177319765091,-2.6095569133758545,-0.1914374828338623
-8.556553840637207,-0.08949193358421326,-1.1611367464065552,-0.8263951539993286
-0.6151069402694702,-1.0751365423202515,-4.610007286071777,-0.07530391216278076
-1.9060333967208862,-0.27346885204315186,-5.406811714172363,-0.0948333591222763
-0.05034249275922775,-12.661633491516113,-0.07577579468488693,-10.141075134277344
-10.418059349060059,-0.043465934693813324,-8.614048957824707,-0.03866298869252205
-0.05386744439601898,-11.313472747802734,-0.05703146010637283,-9.233132362365723
-6.02459192276001,-0.05929139256477356,-3.4906222820281982,-0.17181462049484253
-9.162731170654297,-0.03341371566057205,-7.324126720428467,-0.055840108543634415
-0.0905025452375412,-7.4672346115112305,-2.9060399532318115,-0.22808443009853363
-0.848597526550293,-0.841526985168457,-10.141714096069336,-0.025213951244950294
-6.549566745758057,-0.10886254161596298,-0.922175943851471,-0.8760142922401428
-0.05861596390604973,-8.408854484558105,-0.20778235793113708,-2.656463146209717
-12.568833351135254,-0.026631204411387444,-9.151049613952637,-0.028279639780521393
-0.06207730248570442,-8.875876426696777,-0.4622645080089569,-1.6442275047302246
-0.05904228985309601,-11.330511093139648,-0.08031054586172104,-6.898648738861084
-7.373291492462158,-0.05450590327382088,-10.408917427062988,-0.04084072262048721
-7.156540870666504,-0.051221076399087906,-6.5537943840026855,-0.08089485764503479
-9.985944747924805,-0.029685035347938538,-10.650840759277344,-0.05633917823433876
-1.6481070518493652,-0.4404006004333496,-1.1555598974227905,-0.616106390953064
-10.938241004943848,-0.03678825870156288,-0.09259971976280212,-6.322995185852051
-0.04829022288322449,-12.442438125610352,-0.06783181428909302,-9.540990829467773
-0.05561517924070358,-8.756197929382324,-0.4507811665534973,-1.423462152481079
-9.89848518371582,-0.027467070147395134,-11.619941711425781,-0.03550304099917412
-8.425666809082031,-0.04535132646560669,-9.950458526611328,-0.03896789625287056
-11.210532188415527,-0.05239757522940636,-9.49499797821045,-0.051614224910736084
-4.700011730194092,-0.07807759940624237,-10.388676643371582,-0.026094205677509308
-0.05499942973256111,-6.9947509765625,-1.1809755563735962,-0.4990106523036957
-0.08327509462833405,-6.877070903778076,-0.08913739025592804,-6.319150447845459
-0.10965830087661743,-6.146274566650391,-9.028944969177246,-0.04034633934497833
-2.059617757797241,-0.2753636837005615,-1.0830912590026855,-0.7133002281188965
-0.9484606385231018,-0.7310991883277893,-0.21025055646896362,-2.3009536266326904
-0.03452508896589279,-11.080389022827148,-0.15961617231369019,-4.889228343963623
-0.09527671337127686,-4.783581733703613,-0.2187410593032837,-3.03037691116333
-11.502108573913574,-0.029543612152338028,-10.453805923461914,-0.058459796011447906
-0.1344231814146042,-4.382817268371582,-2.124346971511841,-0.23511338233947754
-1.9287103414535522,-0.32336175441741943,-0.09785262495279312,-7.366390228271484
-11.11794376373291,-0.0320730097591877,-10.767791748046875,-0.031770262867212296
-0.03363528102636337,-12.051485061645508,-0.1468173861503601,-7.628026962280273
-0.046094514429569244,-11.802163124084473,-0.19253526628017426,-4.862556457519531
-10.2356595993042,-0.06098661571741104,-2.906386137008667,-0.21019144356250763
-0.08771532773971558,-5.052238464355469,-0.7668358087539673,-1.2383018732070923
-0.08856256306171417,-6.27170991897583,-9.185418128967285,-0.04528627172112465
-0.03338131681084633,-11.80987548828125,-0.12071150541305542,-7.864524841308594
-12.718770980834961,-0.014455593191087246,-8.24312686920166,-0.035758767277002335
-12.448054313659668,-0.019337233155965805,-7.688838481903076,-0.06928029656410217
-0.09823856502771378,-10.44005012512207,-0.10995705425739288,-10.939298629760742
-0.062059711664915085,-10.645618438720703,-0.09082863479852676,-4.564863681793213
-0.06694508343935013,-7.228330612182617,-5.133158206939697,-0.09547360986471176
-5.2775750160217285,-0.08097489178180695,-0.13189172744750977,-5.3094706535339355
-7.639369487762451,-0.05699385330080986,-11.611302375793457,-0.029907893389463425
-0.04147348552942276,-11.864919662475586,-0.09738272428512573,-6.133546829223633
-7.89995813369751,-0.060551129281520844,-0.5793221592903137,-1.180680513381958
-0.05507129803299904,-7.833188533782959,-0.2575758993625641,-2.1972246170043945
-0.1272551715373993,-5.030909061431885,-1.3394967317581177,-0.500799298286438
-1.9493434429168701,-0.31189805269241333,-0.3776218295097351,-2.6269190311431885
-9.347134590148926,-0.043170955032110214,-2.3021273612976074,-0.26378384232521057
-0.364345908164978,-2.375800609588623,-0.44940710067749023,-1.8970694541931152
-0.202699214220047,-7.292730808258057,-0.11528712511062622,-7.007884502410889
-0.037077657878398895,-13.100113868713379,-0.1822255253791809,-7.538877964019775
-0.06884818524122238,-7.362849712371826,-0.43159928917884827,-1.6399141550064087
-0.05266406014561653,-9.96530532836914,-0.2176964282989502,-4.24862003326416
